NavDate,FundName,ISIN,"NavValue (in €)","IndexValue (in €)","DividendValue (in €)"
07/11/1989,"Carmignac Patrimoine",FR0010135103,76.55,99.38,
08/11/1989,"Carmignac Patrimoine",FR0010135103,76.58,99.69,
10/11/1989,"Carmignac Patrimoine",FR0010135103,76.64,100.35,
13/11/1989,"Carmignac Patrimoine",FR0010135103,76.66,100.32,
14/11/1989,"Carmignac Patrimoine",FR0010135103,76.68,99.99,
15/11/1989,"Carmignac Patrimoine",FR0010135103,76.71,99.98,
16/11/1989,"Carmignac Patrimoine",FR0010135103,76.73,99.93,
17/11/1989,"Carmignac Patrimoine",FR0010135103,76.77,99.75,
20/11/1989,"Carmignac Patrimoine",FR0010135103,76.79,99.61,
21/11/1989,"Carmignac Patrimoine",FR0010135103,76.81,99.38,
22/11/1989,"Carmignac Patrimoine",FR0010135103,76.84,99.5,
23/11/1989,"Carmignac Patrimoine",FR0010135103,76.88,99.54,
24/11/1989,"Carmignac Patrimoine",FR0010135103,76.9,99.68,
27/11/1989,"Carmignac Patrimoine",FR0010135103,76.84,99.67,
28/11/1989,"Carmignac Patrimoine",FR0010135103,76.98,99.58,
29/11/1989,"Carmignac Patrimoine",FR0010135103,77.03,99.61,
30/11/1989,"Carmignac Patrimoine",FR0010135103,77.05,99.79,
01/12/1989,"Carmignac Patrimoine",FR0010135103,77.13,100.12,
04/12/1989,"Carmignac Patrimoine",FR0010135103,77.07,100.13,
05/12/1989,"Carmignac Patrimoine",FR0010135103,77.04,99.99,
06/12/1989,"Carmignac Patrimoine",FR0010135103,77.2,99.84,
07/12/1989,"Carmignac Patrimoine",FR0010135103,77.25,99.92,
08/12/1989,"Carmignac Patrimoine",FR0010135103,77.41,99.66,
11/12/1989,"Carmignac Patrimoine",FR0010135103,77.7,99.54,
12/12/1989,"Carmignac Patrimoine",FR0010135103,77.83,98.84,
13/12/1989,"Carmignac Patrimoine",FR0010135103,77.88,99.17,
15/12/1989,"Carmignac Patrimoine",FR0010135103,77.87,98.21,
18/12/1989,"Carmignac Patrimoine",FR0010135103,77.56,98.1,
19/12/1989,"Carmignac Patrimoine",FR0010135103,77.92,97.96,
20/12/1989,"Carmignac Patrimoine",FR0010135103,77.9,98.06,
21/12/1989,"Carmignac Patrimoine",FR0010135103,78.22,97.6,
25/12/1989,"Carmignac Patrimoine",FR0010135103,78.14,97.18,
26/12/1989,"Carmignac Patrimoine",FR0010135103,78.39,97.36,
27/12/1989,"Carmignac Patrimoine",FR0010135103,78.59,97.43,
28/12/1989,"Carmignac Patrimoine",FR0010135103,78.47,97.19,
29/12/1989,"Carmignac Patrimoine",FR0010135103,78.65,96.11859706,
03/01/1990,"Carmignac Patrimoine",FR0010135103,78.96,98.17,
04/01/1990,"Carmignac Patrimoine",FR0010135103,79.4,97.21,
05/01/1990,"Carmignac Patrimoine",FR0010135103,79.3,96.46,
08/01/1990,"Carmignac Patrimoine",FR0010135103,79.4,96.32,
09/01/1990,"Carmignac Patrimoine",FR0010135103,79.33,96.17,
10/01/1990,"Carmignac Patrimoine",FR0010135103,79.23,95.78,
11/01/1990,"Carmignac Patrimoine",FR0010135103,79.31,95.95,
12/01/1990,"Carmignac Patrimoine",FR0010135103,79.67,95.19,
15/01/1990,"Carmignac Patrimoine",FR0010135103,79.36,95.18,
16/01/1990,"Carmignac Patrimoine",FR0010135103,79.7,94.62,
17/01/1990,"Carmignac Patrimoine",FR0010135103,79.68,94.3,
18/01/1990,"Carmignac Patrimoine",FR0010135103,79.8,94.43,
19/01/1990,"Carmignac Patrimoine",FR0010135103,79.98,94.36,
22/01/1990,"Carmignac Patrimoine",FR0010135103,80.47,94.36,
23/01/1990,"Carmignac Patrimoine",FR0010135103,80.07,93.65,
24/01/1990,"Carmignac Patrimoine",FR0010135103,79.37,93.13,
25/01/1990,"Carmignac Patrimoine",FR0010135103,79.04,93.12,
26/01/1990,"Carmignac Patrimoine",FR0010135103,79.1,93.28,
29/01/1990,"Carmignac Patrimoine",FR0010135103,79.1,93.25,
30/01/1990,"Carmignac Patrimoine",FR0010135103,79.4,93.14,
31/01/1990,"Carmignac Patrimoine",FR0010135103,79.56,93.32,
01/02/1990,"Carmignac Patrimoine",FR0010135103,79.94,93.28,
02/02/1990,"Carmignac Patrimoine",FR0010135103,80.22,93.38,
05/02/1990,"Carmignac Patrimoine",FR0010135103,80.45,93.24,
06/02/1990,"Carmignac Patrimoine",FR0010135103,80.85,93.08,
07/02/1990,"Carmignac Patrimoine",FR0010135103,80.69,92.85,
08/02/1990,"Carmignac Patrimoine",FR0010135103,80.97,93.22,
09/02/1990,"Carmignac Patrimoine",FR0010135103,81.19,92.86,
12/02/1990,"Carmignac Patrimoine",FR0010135103,81.06,92.75,
13/02/1990,"Carmignac Patrimoine",FR0010135103,80.65,92.8,
14/02/1990,"Carmignac Patrimoine",FR0010135103,80.69,92.73,
15/02/1990,"Carmignac Patrimoine",FR0010135103,81.1,93.27,
16/02/1990,"Carmignac Patrimoine",FR0010135103,81.82,92.95,
19/02/1990,"Carmignac Patrimoine",FR0010135103,82.1,92.83,
20/02/1990,"Carmignac Patrimoine",FR0010135103,82.04,92.19,
21/02/1990,"Carmignac Patrimoine",FR0010135103,81.58,91.2,
22/02/1990,"Carmignac Patrimoine",FR0010135103,81.95,91.14,
23/02/1990,"Carmignac Patrimoine",FR0010135103,81.35,90.16,
26/02/1990,"Carmignac Patrimoine",FR0010135103,80.93,89.98,
27/02/1990,"Carmignac Patrimoine",FR0010135103,80.95,90.32,
28/02/1990,"Carmignac Patrimoine",FR0010135103,81.12,90.99,
01/03/1990,"Carmignac Patrimoine",FR0010135103,81.64,90.99,
02/03/1990,"Carmignac Patrimoine",FR0010135103,82.33,90.91,
05/03/1990,"Carmignac Patrimoine",FR0010135103,82.17,90.72,
06/03/1990,"Carmignac Patrimoine",FR0010135103,82.17,90.76,
07/03/1990,"Carmignac Patrimoine",FR0010135103,82.55,90.6,
08/03/1990,"Carmignac Patrimoine",FR0010135103,82.62,90.79,
09/03/1990,"Carmignac Patrimoine",FR0010135103,82.86,90.42,
12/03/1990,"Carmignac Patrimoine",FR0010135103,83.05,90.32,
13/03/1990,"Carmignac Patrimoine",FR0010135103,83.36,89.92,
14/03/1990,"Carmignac Patrimoine",FR0010135103,83.69,89.65,
15/03/1990,"Carmignac Patrimoine",FR0010135103,84.18,89.44,
16/03/1990,"Carmignac Patrimoine",FR0010135103,84.04,88.92,
19/03/1990,"Carmignac Patrimoine",FR0010135103,83.82,88.62,
20/03/1990,"Carmignac Patrimoine",FR0010135103,84.04,88.41,
21/03/1990,"Carmignac Patrimoine",FR0010135103,83.97,88.36,
22/03/1990,"Carmignac Patrimoine",FR0010135103,83.98,87.4,
23/03/1990,"Carmignac Patrimoine",FR0010135103,83.71,88.4,
26/03/1990,"Carmignac Patrimoine",FR0010135103,83.79,88.59,
27/03/1990,"Carmignac Patrimoine",FR0010135103,83.63,88.62,
28/03/1990,"Carmignac Patrimoine",FR0010135103,83.56,88.15,
29/03/1990,"Carmignac Patrimoine",FR0010135103,83.49,87.95,
30/03/1990,"Carmignac Patrimoine",FR0010135103,83.68,86.5,
02/04/1990,"Carmignac Patrimoine",FR0010135103,83.46,86.15,
03/04/1990,"Carmignac Patrimoine",FR0010135103,83.6,86.89,
04/04/1990,"Carmignac Patrimoine",FR0010135103,83.72,86.71,
05/04/1990,"Carmignac Patrimoine",FR0010135103,83.92,86.91,
06/04/1990,"Carmignac Patrimoine",FR0010135103,84.13,87.53,
09/04/1990,"Carmignac Patrimoine",FR0010135103,83.87,87.66,
10/04/1990,"Carmignac Patrimoine",FR0010135103,83.96,87.13,
11/04/1990,"Carmignac Patrimoine",FR0010135103,83.73,86.81,
12/04/1990,"Carmignac Patrimoine",FR0010135103,84.24,86.92,
16/04/1990,"Carmignac Patrimoine",FR0010135103,84.12,86.5,
17/04/1990,"Carmignac Patrimoine",FR0010135103,84.45,86.51,
18/04/1990,"Carmignac Patrimoine",FR0010135103,83.97,86.5,
19/04/1990,"Carmignac Patrimoine",FR0010135103,83.87,86.87,
20/04/1990,"Carmignac Patrimoine",FR0010135103,84.14,86.71,
23/04/1990,"Carmignac Patrimoine",FR0010135103,83.56,86.61,
24/04/1990,"Carmignac Patrimoine",FR0010135103,83.72,86.24,
25/04/1990,"Carmignac Patrimoine",FR0010135103,84.12,86.09,
26/04/1990,"Carmignac Patrimoine",FR0010135103,84.04,86.06,
27/04/1990,"Carmignac Patrimoine",FR0010135103,83.73,85.69,
01/05/1990,"Carmignac Patrimoine",FR0010135103,83.5,85.94,
02/05/1990,"Carmignac Patrimoine",FR0010135103,83.81,86.52,
03/05/1990,"Carmignac Patrimoine",FR0010135103,83.82,86.69,
04/05/1990,"Carmignac Patrimoine",FR0010135103,84.38,87.07,
08/05/1990,"Carmignac Patrimoine",FR0010135103,84.35,87.44,
09/05/1990,"Carmignac Patrimoine",FR0010135103,84.29,87.24,
10/05/1990,"Carmignac Patrimoine",FR0010135103,84.41,87.35,
11/05/1990,"Carmignac Patrimoine",FR0010135103,84.79,88.87,
14/05/1990,"Carmignac Patrimoine",FR0010135103,85.36,89.16,
15/05/1990,"Carmignac Patrimoine",FR0010135103,85.28,89.44,
16/05/1990,"Carmignac Patrimoine",FR0010135103,85.29,89.23,
17/05/1990,"Carmignac Patrimoine",FR0010135103,85.14,89.49,
18/05/1990,"Carmignac Patrimoine",FR0010135103,85.17,89.77,
21/05/1990,"Carmignac Patrimoine",FR0010135103,85.31,89.93,
22/05/1990,"Carmignac Patrimoine",FR0010135103,85.52,90.49,
24/05/1990,"Carmignac Patrimoine",FR0010135103,85.63,90.84,
25/05/1990,"Carmignac Patrimoine",FR0010135103,85.55,91.4,
28/05/1990,"Carmignac Patrimoine",FR0010135103,85.75,91.51,
29/05/1990,"Carmignac Patrimoine",FR0010135103,85.7,91.4,
30/05/1990,"Carmignac Patrimoine",FR0010135103,85.97,91.97,
31/05/1990,"Carmignac Patrimoine",FR0010135103,86.52,92.35,
04/06/1990,"Carmignac Patrimoine",FR0010135103,86.87,92.27,
05/06/1990,"Carmignac Patrimoine",FR0010135103,86.68,92.3,
06/06/1990,"Carmignac Patrimoine",FR0010135103,86.45,92.07,
07/06/1990,"Carmignac Patrimoine",FR0010135103,86.5,92.11,
08/06/1990,"Carmignac Patrimoine",FR0010135103,86.14,91.47,
11/06/1990,"Carmignac Patrimoine",FR0010135103,86.07,91.34,
12/06/1990,"Carmignac Patrimoine",FR0010135103,86.16,91.57,
13/06/1990,"Carmignac Patrimoine",FR0010135103,85.97,91.51,
14/06/1990,"Carmignac Patrimoine",FR0010135103,86.05,91.72,
15/06/1990,"Carmignac Patrimoine",FR0010135103,85.83,90.94,
18/06/1990,"Carmignac Patrimoine",FR0010135103,85.39,90.7,
19/06/1990,"Carmignac Patrimoine",FR0010135103,85.25,90.43,
20/06/1990,"Carmignac Patrimoine",FR0010135103,85.48,90.74,
21/06/1990,"Carmignac Patrimoine",FR0010135103,85.8,90.76,
22/06/1990,"Carmignac Patrimoine",FR0010135103,85.64,90.16,
25/06/1990,"Carmignac Patrimoine",FR0010135103,85.57,90.07,
26/06/1990,"Carmignac Patrimoine",FR0010135103,85.48,90.05,
27/06/1990,"Carmignac Patrimoine",FR0010135103,85.41,90.42,
28/06/1990,"Carmignac Patrimoine",FR0010135103,85.52,90.55,
29/06/1990,"Carmignac Patrimoine",FR0010135103,85.34,90.57,
02/07/1990,"Carmignac Patrimoine",FR0010135103,85.43,90.55,
03/07/1990,"Carmignac Patrimoine",FR0010135103,85.51,90.46,
04/07/1990,"Carmignac Patrimoine",FR0010135103,85.47,90.61,
05/07/1990,"Carmignac Patrimoine",FR0010135103,85.73,90.27,
06/07/1990,"Carmignac Patrimoine",FR0010135103,85.91,90.42,
09/07/1990,"Carmignac Patrimoine",FR0010135103,86.16,90.38,
10/07/1990,"Carmignac Patrimoine",FR0010135103,85.96,90.16,
11/07/1990,"Carmignac Patrimoine",FR0010135103,86.23,90.56,
12/07/1990,"Carmignac Patrimoine",FR0010135103,86.98,90.78,
13/07/1990,"Carmignac Patrimoine",FR0010135103,87.02,91.28,
16/07/1990,"Carmignac Patrimoine",FR0010135103,87.35,91.44,
17/07/1990,"Carmignac Patrimoine",FR0010135103,87.49,91.2,
18/07/1990,"Carmignac Patrimoine",FR0010135103,87.57,91.09,
19/07/1990,"Carmignac Patrimoine",FR0010135103,87.78,91.02,
20/07/1990,"Carmignac Patrimoine",FR0010135103,87.87,89.83,
23/07/1990,"Carmignac Patrimoine",FR0010135103,87.54,89.51,
24/07/1990,"Carmignac Patrimoine",FR0010135103,87.74,89.06,
25/07/1990,"Carmignac Patrimoine",FR0010135103,88.11,88.99,
26/07/1990,"Carmignac Patrimoine",FR0010135103,88.14,88.72,
27/07/1990,"Carmignac Patrimoine",FR0010135103,87.95,88.13,
30/07/1990,"Carmignac Patrimoine",FR0010135103,88.08,88.08,
31/07/1990,"Carmignac Patrimoine",FR0010135103,88.07,88.05,
01/08/1990,"Carmignac Patrimoine",FR0010135103,88.03,88.05,
02/08/1990,"Carmignac Patrimoine",FR0010135103,88.42,87.15,
03/08/1990,"Carmignac Patrimoine",FR0010135103,87.49,85.39,
06/08/1990,"Carmignac Patrimoine",FR0010135103,86.1,84.86,
07/08/1990,"Carmignac Patrimoine",FR0010135103,86.06,84.73,
08/08/1990,"Carmignac Patrimoine",FR0010135103,85.66,85.19,
09/08/1990,"Carmignac Patrimoine",FR0010135103,85.99,85.08,
10/08/1990,"Carmignac Patrimoine",FR0010135103,86.37,84.25,
13/08/1990,"Carmignac Patrimoine",FR0010135103,85.73,84.06,
15/08/1990,"Carmignac Patrimoine",FR0010135103,85.81,84.83,
16/08/1990,"Carmignac Patrimoine",FR0010135103,86.02,84.24,
17/08/1990,"Carmignac Patrimoine",FR0010135103,85.84,83.25,
20/08/1990,"Carmignac Patrimoine",FR0010135103,85.54,83.23,
21/08/1990,"Carmignac Patrimoine",FR0010135103,85.22,82.56,
22/08/1990,"Carmignac Patrimoine",FR0010135103,84.15,81.94,
23/08/1990,"Carmignac Patrimoine",FR0010135103,83.02,80.55,
24/08/1990,"Carmignac Patrimoine",FR0010135103,83.06,81.77,
27/08/1990,"Carmignac Patrimoine",FR0010135103,83.61,82.08,
28/08/1990,"Carmignac Patrimoine",FR0010135103,83.8,82.53,
29/08/1990,"Carmignac Patrimoine",FR0010135103,83.94,82.31,
30/08/1990,"Carmignac Patrimoine",FR0010135103,84.09,82.63,
31/08/1990,"Carmignac Patrimoine",FR0010135103,84.56,82.89,
03/09/1990,"Carmignac Patrimoine",FR0010135103,84.78,82.85,
04/09/1990,"Carmignac Patrimoine",FR0010135103,84.75,82.58,
05/09/1990,"Carmignac Patrimoine",FR0010135103,84.87,82.06,
06/09/1990,"Carmignac Patrimoine",FR0010135103,84.98,81.7,
07/09/1990,"Carmignac Patrimoine",FR0010135103,85.09,82.63,
10/09/1990,"Carmignac Patrimoine",FR0010135103,84.86,82.91,
11/09/1990,"Carmignac Patrimoine",FR0010135103,84.57,82.72,
12/09/1990,"Carmignac Patrimoine",FR0010135103,84.49,83.28,
13/09/1990,"Carmignac Patrimoine",FR0010135103,85.45,82.64,
14/09/1990,"Carmignac Patrimoine",FR0010135103,85.24,82.1,
17/09/1990,"Carmignac Patrimoine",FR0010135103,85.06,82.01,
18/09/1990,"Carmignac Patrimoine",FR0010135103,84.82,81.53,
19/09/1990,"Carmignac Patrimoine",FR0010135103,84.61,81.54,
20/09/1990,"Carmignac Patrimoine",FR0010135103,84.55,81.23,
21/09/1990,"Carmignac Patrimoine",FR0010135103,84.25,80.65,
24/09/1990,"Carmignac Patrimoine",FR0010135103,84.06,80.44,
25/09/1990,"Carmignac Patrimoine",FR0010135103,83.95,80.26,
26/09/1990,"Carmignac Patrimoine",FR0010135103,83.71,79.8,
27/09/1990,"Carmignac Patrimoine",FR0010135103,83.16,79.49,
28/09/1990,"Carmignac Patrimoine",FR0010135103,83.23,79.42,
01/10/1990,"Carmignac Patrimoine",FR0010135103,82.42,79.5,
02/10/1990,"Carmignac Patrimoine",FR0010135103,82.48,80.89,
03/10/1990,"Carmignac Patrimoine",FR0010135103,82.33,80.58,
04/10/1990,"Carmignac Patrimoine",FR0010135103,82.18,80.39,
05/10/1990,"Carmignac Patrimoine",FR0010135103,82.02,81.4,
08/10/1990,"Carmignac Patrimoine",FR0010135103,81.97,81.62,
09/10/1990,"Carmignac Patrimoine",FR0010135103,82.45,80.9,
10/10/1990,"Carmignac Patrimoine",FR0010135103,82.03,80.64,
11/10/1990,"Carmignac Patrimoine",FR0010135103,81.65,80.08,
12/10/1990,"Carmignac Patrimoine",FR0010135103,81.54,80.58,
15/10/1990,"Carmignac Patrimoine",FR0010135103,81.29,80.78,
16/10/1990,"Carmignac Patrimoine",FR0010135103,81.46,80.59,
17/10/1990,"Carmignac Patrimoine",FR0010135103,81.42,80.85,
18/10/1990,"Carmignac Patrimoine",FR0010135103,81.16,81.45,
19/10/1990,"Carmignac Patrimoine",FR0010135103,81.04,82.17,
22/10/1990,"Carmignac Patrimoine",FR0010135103,80.61,82.39,
23/10/1990,"Carmignac Patrimoine",FR0010135103,80.77,82.35,
24/10/1990,"Carmignac Patrimoine",FR0010135103,80.96,81.91,
25/10/1990,"Carmignac Patrimoine",FR0010135103,81.01,82.24,
26/10/1990,"Carmignac Patrimoine",FR0010135103,80.96,81.61,
29/10/1990,"Carmignac Patrimoine",FR0010135103,80.74,81.6,
30/10/1990,"Carmignac Patrimoine",FR0010135103,80.53,81.29,
31/10/1990,"Carmignac Patrimoine",FR0010135103,80.36,81.28881352,
01/11/1990,"Carmignac Patrimoine",FR0010135103,80.36,80.72,
02/11/1990,"Carmignac Patrimoine",FR0010135103,80.46,81.02,
05/11/1990,"Carmignac Patrimoine",FR0010135103,80.54,81.07,
06/11/1990,"Carmignac Patrimoine",FR0010135103,80.61,80.88,
07/11/1990,"Carmignac Patrimoine",FR0010135103,80.75,80.33,
08/11/1990,"Carmignac Patrimoine",FR0010135103,80.8,80.05,
09/11/1990,"Carmignac Patrimoine",FR0010135103,80.88,80.49,
12/11/1990,"Carmignac Patrimoine",FR0010135103,80.8,80.58,
13/11/1990,"Carmignac Patrimoine",FR0010135103,80.74,81.06,
14/11/1990,"Carmignac Patrimoine",FR0010135103,80.55,80.9,
15/11/1990,"Carmignac Patrimoine",FR0010135103,80.09,80.9,
16/11/1990,"Carmignac Patrimoine",FR0010135103,79.84,81.08,
19/11/1990,"Carmignac Patrimoine",FR0010135103,79.65,81.27,
20/11/1990,"Carmignac Patrimoine",FR0010135103,79.94,81.06,
21/11/1990,"Carmignac Patrimoine",FR0010135103,80.1,81.16,
22/11/1990,"Carmignac Patrimoine",FR0010135103,80.19,81.41,
23/11/1990,"Carmignac Patrimoine",FR0010135103,80.16,81.65,
26/11/1990,"Carmignac Patrimoine",FR0010135103,79.92,81.69,
27/11/1990,"Carmignac Patrimoine",FR0010135103,79.93,81.42,
28/11/1990,"Carmignac Patrimoine",FR0010135103,80.1,81.26,
29/11/1990,"Carmignac Patrimoine",FR0010135103,80.15,81.17,
30/11/1990,"Carmignac Patrimoine",FR0010135103,80.22,81.61,
03/12/1990,"Carmignac Patrimoine",FR0010135103,80.59,81.79,
04/12/1990,"Carmignac Patrimoine",FR0010135103,80.28,81.41,
05/12/1990,"Carmignac Patrimoine",FR0010135103,80.13,81.81,
06/12/1990,"Carmignac Patrimoine",FR0010135103,80.3,82.19,
07/12/1990,"Carmignac Patrimoine",FR0010135103,80.42,82.5,
10/12/1990,"Carmignac Patrimoine",FR0010135103,80.25,82.51,
11/12/1990,"Carmignac Patrimoine",FR0010135103,80.45,82.51,
12/12/1990,"Carmignac Patrimoine",FR0010135103,80.47,82.68,
13/12/1990,"Carmignac Patrimoine",FR0010135103,80.74,82.99,
14/12/1990,"Carmignac Patrimoine",FR0010135103,80.94,82.58,
17/12/1990,"Carmignac Patrimoine",FR0010135103,80.49,82.5,
18/12/1990,"Carmignac Patrimoine",FR0010135103,80.59,82.78,
19/12/1990,"Carmignac Patrimoine",FR0010135103,80.73,82.76,
20/12/1990,"Carmignac Patrimoine",FR0010135103,80.17,82.84,
25/12/1990,"Carmignac Patrimoine",FR0010135103,80.14,83.16,
26/12/1990,"Carmignac Patrimoine",FR0010135103,80.05,82.82,
27/12/1990,"Carmignac Patrimoine",FR0010135103,80.41,82.78,
31/12/1990,"Carmignac Patrimoine",FR0010135103,79.95,82.35,
01/01/1991,"Carmignac Patrimoine",FR0010135103,79.95,82.36,
02/01/1991,"Carmignac Patrimoine",FR0010135103,79.82,82.14,
03/01/1991,"Carmignac Patrimoine",FR0010135103,80.1,82.07,
04/01/1991,"Carmignac Patrimoine",FR0010135103,83.2,82.07,
07/01/1991,"Carmignac Patrimoine",FR0010135103,79.85,82.13,
08/01/1991,"Carmignac Patrimoine",FR0010135103,79.47,81.68,
09/01/1991,"Carmignac Patrimoine",FR0010135103,80.13,81.51,
10/01/1991,"Carmignac Patrimoine",FR0010135103,79.62,81.97,
11/01/1991,"Carmignac Patrimoine",FR0010135103,80.03,82.02,
14/01/1991,"Carmignac Patrimoine",FR0010135103,79.27,81.96,
15/01/1991,"Carmignac Patrimoine",FR0010135103,79.35,82.03,
16/01/1991,"Carmignac Patrimoine",FR0010135103,79.21,81.79,
17/01/1991,"Carmignac Patrimoine",FR0010135103,80.81,82.85,
18/01/1991,"Carmignac Patrimoine",FR0010135103,80.65,82.7,
21/01/1991,"Carmignac Patrimoine",FR0010135103,81.01,82.52,
22/01/1991,"Carmignac Patrimoine",FR0010135103,80.91,82.7,
23/01/1991,"Carmignac Patrimoine",FR0010135103,80.95,82.29,
24/01/1991,"Carmignac Patrimoine",FR0010135103,81.77,82.85,
25/01/1991,"Carmignac Patrimoine",FR0010135103,81.85,83.26,
28/01/1991,"Carmignac Patrimoine",FR0010135103,82,83.29,
29/01/1991,"Carmignac Patrimoine",FR0010135103,82.04,83.2,
30/01/1991,"Carmignac Patrimoine",FR0010135103,82.44,83.55,
31/01/1991,"Carmignac Patrimoine",FR0010135103,82.78,83.61,
01/02/1991,"Carmignac Patrimoine",FR0010135103,83.13,83.77,
05/02/1991,"Carmignac Patrimoine",FR0010135103,84.06,84.63,
06/02/1991,"Carmignac Patrimoine",FR0010135103,84.61,84.99,
07/02/1991,"Carmignac Patrimoine",FR0010135103,85.31,85.24,
08/02/1991,"Carmignac Patrimoine",FR0010135103,85.5,86.24,
11/02/1991,"Carmignac Patrimoine",FR0010135103,86.05,86.44,
12/02/1991,"Carmignac Patrimoine",FR0010135103,85.8,86.86,
13/02/1991,"Carmignac Patrimoine",FR0010135103,86.15,87.19,
14/02/1991,"Carmignac Patrimoine",FR0010135103,86.73,87.47,
15/02/1991,"Carmignac Patrimoine",FR0010135103,86.97,88.61,
18/02/1991,"Carmignac Patrimoine",FR0010135103,87.69,88.93,
19/02/1991,"Carmignac Patrimoine",FR0010135103,87.68,89.24,
20/02/1991,"Carmignac Patrimoine",FR0010135103,87.3,88.84,
21/02/1991,"Carmignac Patrimoine",FR0010135103,87.33,88.64,
22/02/1991,"Carmignac Patrimoine",FR0010135103,87.4,89.76,
25/02/1991,"Carmignac Patrimoine",FR0010135103,87.82,90.05,
26/02/1991,"Carmignac Patrimoine",FR0010135103,87.69,89.46,
27/02/1991,"Carmignac Patrimoine",FR0010135103,88.03,89.84,
28/02/1991,"Carmignac Patrimoine",FR0010135103,88.67,89.83868872,
04/03/1991,"Carmignac Patrimoine",FR0010135103,88.32,90.55,
05/03/1991,"Carmignac Patrimoine",FR0010135103,88.68,91.22,
06/03/1991,"Carmignac Patrimoine",FR0010135103,89.16,91.73,
07/03/1991,"Carmignac Patrimoine",FR0010135103,89.43,92.04,
08/03/1991,"Carmignac Patrimoine",FR0010135103,89.66,92.92,
11/03/1991,"Carmignac Patrimoine",FR0010135103,89.53,93.03,
12/03/1991,"Carmignac Patrimoine",FR0010135103,89.72,93.05,
13/03/1991,"Carmignac Patrimoine",FR0010135103,89.57,93.26,
14/03/1991,"Carmignac Patrimoine",FR0010135103,89.9,93.75,
15/03/1991,"Carmignac Patrimoine",FR0010135103,89.94,95.19,
18/03/1991,"Carmignac Patrimoine",FR0010135103,89.91,95.52,
19/03/1991,"Carmignac Patrimoine",FR0010135103,89.6,95.52,
20/03/1991,"Carmignac Patrimoine",FR0010135103,89.69,95.03,
21/03/1991,"Carmignac Patrimoine",FR0010135103,89.68,95.14,
22/03/1991,"Carmignac Patrimoine",FR0010135103,90.01,95.9,
25/03/1991,"Carmignac Patrimoine",FR0010135103,89.96,96.18,
26/03/1991,"Carmignac Patrimoine",FR0010135103,89.85,96.81,
27/03/1991,"Carmignac Patrimoine",FR0010135103,90.19,97.32,
28/03/1991,"Carmignac Patrimoine",FR0010135103,90.5,97.15,
01/04/1991,"Carmignac Patrimoine",FR0010135103,90.65,96.63,
02/04/1991,"Carmignac Patrimoine",FR0010135103,91,97.46,
03/04/1991,"Carmignac Patrimoine",FR0010135103,91.07,98.02,
04/04/1991,"Carmignac Patrimoine",FR0010135103,91.05,97.97,
05/04/1991,"Carmignac Patrimoine",FR0010135103,91.4,98.53,
08/04/1991,"Carmignac Patrimoine",FR0010135103,91.73,98.49,
09/04/1991,"Carmignac Patrimoine",FR0010135103,91.29,97.57,
10/04/1991,"Carmignac Patrimoine",FR0010135103,91.09,97.84,
11/04/1991,"Carmignac Patrimoine",FR0010135103,91.43,97.83,
12/04/1991,"Carmignac Patrimoine",FR0010135103,91.74,98.71,
15/04/1991,"Carmignac Patrimoine",FR0010135103,92.03,98.76,
16/04/1991,"Carmignac Patrimoine",FR0010135103,91.57,98.76,
17/04/1991,"Carmignac Patrimoine",FR0010135103,91.9,99.42,
18/04/1991,"Carmignac Patrimoine",FR0010135103,92.12,99.43,
19/04/1991,"Carmignac Patrimoine",FR0010135103,92.12,99.88,
22/04/1991,"Carmignac Patrimoine",FR0010135103,92.03,99.89,
23/04/1991,"Carmignac Patrimoine",FR0010135103,92.24,99.51,
24/04/1991,"Carmignac Patrimoine",FR0010135103,91.93,99.97,
25/04/1991,"Carmignac Patrimoine",FR0010135103,92.11,99.36,
26/04/1991,"Carmignac Patrimoine",FR0010135103,91.9,99.72,
29/04/1991,"Carmignac Patrimoine",FR0010135103,92.41,99.75,
30/04/1991,"Carmignac Patrimoine",FR0010135103,92.27,99.74854408,
01/05/1991,"Carmignac Patrimoine",FR0010135103,92.27,99.44,
02/05/1991,"Carmignac Patrimoine",FR0010135103,92.33,99.86,
03/05/1991,"Carmignac Patrimoine",FR0010135103,92.34,100.21,
06/05/1991,"Carmignac Patrimoine",FR0010135103,92.54,100.12,
09/05/1991,"Carmignac Patrimoine",FR0010135103,92.23,100.39,
10/05/1991,"Carmignac Patrimoine",FR0010135103,92.33,99.49,
13/05/1991,"Carmignac Patrimoine",FR0010135103,91.91,99.32,
14/05/1991,"Carmignac Patrimoine",FR0010135103,91.28,98.76,
15/05/1991,"Carmignac Patrimoine",FR0010135103,90.83,98.58,
16/05/1991,"Carmignac Patrimoine",FR0010135103,91,98.91,
20/05/1991,"Carmignac Patrimoine",FR0010135103,91.21,99.47,
21/05/1991,"Carmignac Patrimoine",FR0010135103,90.92,99.46,
22/05/1991,"Carmignac Patrimoine",FR0010135103,91.11,99.82,
23/05/1991,"Carmignac Patrimoine",FR0010135103,91.11,99.65,
24/05/1991,"Carmignac Patrimoine",FR0010135103,91.01,99.75,
27/05/1991,"Carmignac Patrimoine",FR0010135103,90.6,99.76,
28/05/1991,"Carmignac Patrimoine",FR0010135103,91.11,99.66,
29/05/1991,"Carmignac Patrimoine",FR0010135103,91.15,100.34,
