NavDate,FundName,ISIN,"NavValue (in €)","IndexValue (in €)","DividendValue (in €)"
11/02/1993,"Carmignac Patrimoine",FR0010135103,106.6,110.22,
12/02/1993,"Carmignac Patrimoine",FR0010135103,106.81,110.23,
15/02/1993,"Carmignac Patrimoine",FR0010135103,107.13,110.21,
16/02/1993,"Carmignac Patrimoine",FR0010135103,106.43,108.48,
17/02/1993,"Carmignac Patrimoine",FR0010135103,105.32,108.52,
18/02/1993,"Carmignac Patrimoine",FR0010135103,105.76,108.79,
19/02/1993,"Carmignac Patrimoine",FR0010135103,106.14,109.6,
22/02/1993,"Carmignac Patrimoine",FR0010135103,106.27,109.68,
23/02/1993,"Carmignac Patrimoine",FR0010135103,106.32,109.3,
24/02/1993,"Carmignac Patrimoine",FR0010135103,105.63,109.61,
25/02/1993,"Carmignac Patrimoine",FR0010135103,106.56,110.49,
26/02/1993,"Carmignac Patrimoine",FR0010135103,107.1,111.48,
01/03/1993,"Carmignac Patrimoine",FR0010135103,108.04,111.56,
02/03/1993,"Carmignac Patrimoine",FR0010135103,108.22,111.62,
03/03/1993,"Carmignac Patrimoine",FR0010135103,107.98,112.22,
04/03/1993,"Carmignac Patrimoine",FR0010135103,108.07,111.88,
05/03/1993,"Carmignac Patrimoine",FR0010135103,108.67,113.74,
08/03/1993,"Carmignac Patrimoine",FR0010135103,108.93,114,
09/03/1993,"Carmignac Patrimoine",FR0010135103,108.43,114.28,
10/03/1993,"Carmignac Patrimoine",FR0010135103,108.68,114.23,
11/03/1993,"Carmignac Patrimoine",FR0010135103,108.6,114,
12/03/1993,"Carmignac Patrimoine",FR0010135103,108.13,113.57,
15/03/1993,"Carmignac Patrimoine",FR0010135103,108.21,113.45,
16/03/1993,"Carmignac Patrimoine",FR0010135103,108.46,113.74,
17/03/1993,"Carmignac Patrimoine",FR0010135103,108.4,113.94,
18/03/1993,"Carmignac Patrimoine",FR0010135103,108.85,114.04,
19/03/1993,"Carmignac Patrimoine",FR0010135103,108.34,113.68,
22/03/1993,"Carmignac Patrimoine",FR0010135103,107.91,113.57,
23/03/1993,"Carmignac Patrimoine",FR0010135103,107.58,113.03,
24/03/1993,"Carmignac Patrimoine",FR0010135103,107.49,112.67,
25/03/1993,"Carmignac Patrimoine",FR0010135103,107.11,113.44,
26/03/1993,"Carmignac Patrimoine",FR0010135103,107.38,113.01,
29/03/1993,"Carmignac Patrimoine",FR0010135103,106.42,113,
30/03/1993,"Carmignac Patrimoine",FR0010135103,106,112.65,
31/03/1993,"Carmignac Patrimoine",FR0010135103,106.42,112.55,
01/04/1993,"Carmignac Patrimoine",FR0010135103,106.03,112.05,
02/04/1993,"Carmignac Patrimoine",FR0010135103,105.15,112.77,
05/04/1993,"Carmignac Patrimoine",FR0010135103,105.34,112.55,
06/04/1993,"Carmignac Patrimoine",FR0010135103,105.89,112.92,
07/04/1993,"Carmignac Patrimoine",FR0010135103,106.31,113.64,
08/04/1993,"Carmignac Patrimoine",FR0010135103,107.15,113.62,
12/04/1993,"Carmignac Patrimoine",FR0010135103,107.19,113.41,
13/04/1993,"Carmignac Patrimoine",FR0010135103,106.77,113.43,
14/04/1993,"Carmignac Patrimoine",FR0010135103,107.41,113.89,
15/04/1993,"Carmignac Patrimoine",FR0010135103,107.92,114.48,
16/04/1993,"Carmignac Patrimoine",FR0010135103,108.62,114.48,
19/04/1993,"Carmignac Patrimoine",FR0010135103,108.98,114.29,
20/04/1993,"Carmignac Patrimoine",FR0010135103,107.9,114.2,
21/04/1993,"Carmignac Patrimoine",FR0010135103,108.61,113.99,
22/04/1993,"Carmignac Patrimoine",FR0010135103,108.74,113.92,
23/04/1993,"Carmignac Patrimoine",FR0010135103,109.44,112.52,
26/04/1993,"Carmignac Patrimoine",FR0010135103,108.86,112.26,
27/04/1993,"Carmignac Patrimoine",FR0010135103,109.1,113.4,
28/04/1993,"Carmignac Patrimoine",FR0010135103,109.1,112.72,
29/04/1993,"Carmignac Patrimoine",FR0010135103,108.29,112.75,
30/04/1993,"Carmignac Patrimoine",FR0010135103,107.9,113.52,
03/05/1993,"Carmignac Patrimoine",FR0010135103,108.43,113.47,
04/05/1993,"Carmignac Patrimoine",FR0010135103,107.95,113.53,
05/05/1993,"Carmignac Patrimoine",FR0010135103,108.35,113.93,
06/05/1993,"Carmignac Patrimoine",FR0010135103,108.82,113.48,
07/05/1993,"Carmignac Patrimoine",FR0010135103,108.98,114.75,
10/05/1993,"Carmignac Patrimoine",FR0010135103,109.19,115.16,
11/05/1993,"Carmignac Patrimoine",FR0010135103,108.91,115.08,
12/05/1993,"Carmignac Patrimoine",FR0010135103,109.56,114.89,
13/05/1993,"Carmignac Patrimoine",FR0010135103,110.12,115.15,
14/05/1993,"Carmignac Patrimoine",FR0010135103,109.95,114.82,
17/05/1993,"Carmignac Patrimoine",FR0010135103,109.71,115.07,
18/05/1993,"Carmignac Patrimoine",FR0010135103,110.34,115.2,
21/05/1993,"Carmignac Patrimoine",FR0010135103,110.95,116.45,
24/05/1993,"Carmignac Patrimoine",FR0010135103,111.23,116.64,
25/05/1993,"Carmignac Patrimoine",FR0010135103,111.26,116.79,
26/05/1993,"Carmignac Patrimoine",FR0010135103,111.48,117.73,
27/05/1993,"Carmignac Patrimoine",FR0010135103,111.24,116.79,
31/05/1993,"Carmignac Patrimoine",FR0010135103,110.32,115.79,
01/06/1993,"Carmignac Patrimoine",FR0010135103,109.8,115.97,
02/06/1993,"Carmignac Patrimoine",FR0010135103,110.33,116.48,
03/06/1993,"Carmignac Patrimoine",FR0010135103,110.16,116.73,
04/06/1993,"Carmignac Patrimoine",FR0010135103,109.95,117.56,
07/06/1993,"Carmignac Patrimoine",FR0010135103,110.73,117.42,
08/06/1993,"Carmignac Patrimoine",FR0010135103,111.26,117.59,
09/06/1993,"Carmignac Patrimoine",FR0010135103,112.56,118.48,
10/06/1993,"Carmignac Patrimoine",FR0010135103,112.85,118.09,
11/06/1993,"Carmignac Patrimoine",FR0010135103,112.5,118.79,
14/06/1993,"Carmignac Patrimoine",FR0010135103,113,118.94,
15/06/1993,"Carmignac Patrimoine",FR0010135103,112.95,119.22,
16/06/1993,"Carmignac Patrimoine",FR0010135103,113.63,119.44,
17/06/1993,"Carmignac Patrimoine",FR0010135103,113.14,119.6,
18/06/1993,"Carmignac Patrimoine",FR0010135103,113.69,119.64,
21/06/1993,"Carmignac Patrimoine",FR0010135103,114.33,119.49,
22/06/1993,"Carmignac Patrimoine",FR0010135103,114.35,120.22,
23/06/1993,"Carmignac Patrimoine",FR0010135103,114.36,120.26,
24/06/1993,"Carmignac Patrimoine",FR0010135103,114.82,121.74,
25/06/1993,"Carmignac Patrimoine",FR0010135103,115.27,122.71,
28/06/1993,"Carmignac Patrimoine",FR0010135103,115.4,122.82,
29/06/1993,"Carmignac Patrimoine",FR0010135103,115.07,121.9,
30/06/1993,"Carmignac Patrimoine",FR0010135103,114.96,123.41,
01/07/1993,"Carmignac Patrimoine",FR0010135103,115.34,122.66,
02/07/1993,"Carmignac Patrimoine",FR0010135103,115.13,122.21,
05/07/1993,"Carmignac Patrimoine",FR0010135103,115.68,122.21,
06/07/1993,"Carmignac Patrimoine",FR0010135103,115.63,122.53,
07/07/1993,"Carmignac Patrimoine",FR0010135103,115.8,123,
08/07/1993,"Carmignac Patrimoine",FR0010135103,116.03,123.22,
09/07/1993,"Carmignac Patrimoine",FR0010135103,116.26,124.94,
12/07/1993,"Carmignac Patrimoine",FR0010135103,117.26,125.25,
14/07/1993,"Carmignac Patrimoine",FR0010135103,116.94,125.41,
15/07/1993,"Carmignac Patrimoine",FR0010135103,116.07,125.94,
16/07/1993,"Carmignac Patrimoine",FR0010135103,116.72,125.02,
19/07/1993,"Carmignac Patrimoine",FR0010135103,115.94,124.76,
20/07/1993,"Carmignac Patrimoine",FR0010135103,115.75,124.5,
21/07/1993,"Carmignac Patrimoine",FR0010135103,115.21,124.05,
22/07/1993,"Carmignac Patrimoine",FR0010135103,115.11,124.59,
23/07/1993,"Carmignac Patrimoine",FR0010135103,115.79,125.97,
26/07/1993,"Carmignac Patrimoine",FR0010135103,116.91,126.18,
27/07/1993,"Carmignac Patrimoine",FR0010135103,117,126.68,
28/07/1993,"Carmignac Patrimoine",FR0010135103,117.22,126.13,
29/07/1993,"Carmignac Patrimoine",FR0010135103,117.59,128.17,
30/07/1993,"Carmignac Patrimoine",FR0010135103,119.61,130.3,
02/08/1993,"Carmignac Patrimoine",FR0010135103,122.35,130.23,
03/08/1993,"Carmignac Patrimoine",FR0010135103,120.98,129.93,
04/08/1993,"Carmignac Patrimoine",FR0010135103,120.01,129.24,
05/08/1993,"Carmignac Patrimoine",FR0010135103,120.58,129.59,
06/08/1993,"Carmignac Patrimoine",FR0010135103,121.09,129.86,
09/08/1993,"Carmignac Patrimoine",FR0010135103,121.4,130.19,
10/08/1993,"Carmignac Patrimoine",FR0010135103,122.12,131.12,
11/08/1993,"Carmignac Patrimoine",FR0010135103,122.99,131.61,
12/08/1993,"Carmignac Patrimoine",FR0010135103,123.39,132.09,
16/08/1993,"Carmignac Patrimoine",FR0010135103,123.8,131.88,
17/08/1993,"Carmignac Patrimoine",FR0010135103,123.38,131.88,
18/08/1993,"Carmignac Patrimoine",FR0010135103,123.42,131.18,
19/08/1993,"Carmignac Patrimoine",FR0010135103,123.44,131.21,
20/08/1993,"Carmignac Patrimoine",FR0010135103,122.74,129.85,
23/08/1993,"Carmignac Patrimoine",FR0010135103,122.24,130.09,
24/08/1993,"Carmignac Patrimoine",FR0010135103,122.65,129.75,
25/08/1993,"Carmignac Patrimoine",FR0010135103,123.05,129.98,
26/08/1993,"Carmignac Patrimoine",FR0010135103,123.44,129.94,
27/08/1993,"Carmignac Patrimoine",FR0010135103,123.45,130.8,
30/08/1993,"Carmignac Patrimoine",FR0010135103,123.81,131,
31/08/1993,"Carmignac Patrimoine",FR0010135103,123.9,131.24,
01/09/1993,"Carmignac Patrimoine",FR0010135103,124.26,130.49,
02/09/1993,"Carmignac Patrimoine",FR0010135103,123.83,129.63,
03/09/1993,"Carmignac Patrimoine",FR0010135103,123.45,128.57,
06/09/1993,"Carmignac Patrimoine",FR0010135103,122.46,128.6,
07/09/1993,"Carmignac Patrimoine",FR0010135103,122.5,128.26,
08/09/1993,"Carmignac Patrimoine",FR0010135103,122.48,127.97,
09/09/1993,"Carmignac Patrimoine",FR0010135103,123.07,127.24,
10/09/1993,"Carmignac Patrimoine",FR0010135103,122.59,126.56,
13/09/1993,"Carmignac Patrimoine",FR0010135103,121.47,126.68,
14/09/1993,"Carmignac Patrimoine",FR0010135103,121.54,126.36,
15/09/1993,"Carmignac Patrimoine",FR0010135103,120.03,125.62,
16/09/1993,"Carmignac Patrimoine",FR0010135103,119.37,125.96,
17/09/1993,"Carmignac Patrimoine",FR0010135103,120.47,126.22,
20/09/1993,"Carmignac Patrimoine",FR0010135103,120.5,126.06,
21/09/1993,"Carmignac Patrimoine",FR0010135103,119.94,126.81,
22/09/1993,"Carmignac Patrimoine",FR0010135103,120.42,126.32,
23/09/1993,"Carmignac Patrimoine",FR0010135103,120.25,127.24,
24/09/1993,"Carmignac Patrimoine",FR0010135103,121.35,127.15,
27/09/1993,"Carmignac Patrimoine",FR0010135103,120.6,127.09,
28/09/1993,"Carmignac Patrimoine",FR0010135103,120.92,126.72,
29/09/1993,"Carmignac Patrimoine",FR0010135103,120.5,126.4,
30/09/1993,"Carmignac Patrimoine",FR0010135103,121.22,127.4,
01/10/1993,"Carmignac Patrimoine",FR0010135103,122.34,127.59,
04/10/1993,"Carmignac Patrimoine",FR0010135103,122.36,127.54,
05/10/1993,"Carmignac Patrimoine",FR0010135103,122.11,128.05,
06/10/1993,"Carmignac Patrimoine",FR0010135103,122.93,128.5,
07/10/1993,"Carmignac Patrimoine",FR0010135103,122.63,128.66,
08/10/1993,"Carmignac Patrimoine",FR0010135103,123.3,128.23,
11/10/1993,"Carmignac Patrimoine",FR0010135103,122.62,128.22,
12/10/1993,"Carmignac Patrimoine",FR0010135103,122.86,127.79,
13/10/1993,"Carmignac Patrimoine",FR0010135103,123.56,128.41,
14/10/1993,"Carmignac Patrimoine",FR0010135103,124.66,129.2,
15/10/1993,"Carmignac Patrimoine",FR0010135103,126.71,130.64,
18/10/1993,"Carmignac Patrimoine",FR0010135103,127.21,130.86,
19/10/1993,"Carmignac Patrimoine",FR0010135103,127.54,131.07,
20/10/1993,"Carmignac Patrimoine",FR0010135103,128.24,131.2,
21/10/1993,"Carmignac Patrimoine",FR0010135103,129.02,131.89,
22/10/1993,"Carmignac Patrimoine",FR0010135103,129.44,132.27,
25/10/1993,"Carmignac Patrimoine",FR0010135103,129.16,132.29,
26/10/1993,"Carmignac Patrimoine",FR0010135103,129.52,131.94,
27/10/1993,"Carmignac Patrimoine",FR0010135103,129.05,131.88,
28/10/1993,"Carmignac Patrimoine",FR0010135103,129.92,131.59,
29/10/1993,"Carmignac Patrimoine",FR0010135103,129.92,131.59807921,
01/11/1993,"Carmignac Patrimoine",FR0010135103,130.68,133.21,
02/11/1993,"Carmignac Patrimoine",FR0010135103,131.42,133.49,
03/11/1993,"Carmignac Patrimoine",FR0010135103,131.09,132.86,
04/11/1993,"Carmignac Patrimoine",FR0010135103,130.58,132.02,
05/11/1993,"Carmignac Patrimoine",FR0010135103,130.02,130.96,
08/11/1993,"Carmignac Patrimoine",FR0010135103,129.87,131.02,
09/11/1993,"Carmignac Patrimoine",FR0010135103,129.6,131.26,
11/11/1993,"Carmignac Patrimoine",FR0010135103,131.02,131.86,
12/11/1993,"Carmignac Patrimoine",FR0010135103,131.87,132.01,
15/11/1993,"Carmignac Patrimoine",FR0010135103,131.28,132.02,
16/11/1993,"Carmignac Patrimoine",FR0010135103,132.11,132.67,
17/11/1993,"Carmignac Patrimoine",FR0010135103,132.89,132.44,
18/11/1993,"Carmignac Patrimoine",FR0010135103,132.89,132.96,
19/11/1993,"Carmignac Patrimoine",FR0010135103,133.6,131.33,
22/11/1993,"Carmignac Patrimoine",FR0010135103,132.24,130.84,
23/11/1993,"Carmignac Patrimoine",FR0010135103,130.8,130.51,
24/11/1993,"Carmignac Patrimoine",FR0010135103,131.24,130.48,
25/11/1993,"Carmignac Patrimoine",FR0010135103,131.83,131,
26/11/1993,"Carmignac Patrimoine",FR0010135103,131.68,129.77,
29/11/1993,"Carmignac Patrimoine",FR0010135103,131.27,129.31,
30/11/1993,"Carmignac Patrimoine",FR0010135103,131.42,130.11,
01/12/1993,"Carmignac Patrimoine",FR0010135103,132.35,131.65,
02/12/1993,"Carmignac Patrimoine",FR0010135103,132.69,132.04,
03/12/1993,"Carmignac Patrimoine",FR0010135103,133.28,131.46,
06/12/1993,"Carmignac Patrimoine",FR0010135103,133.77,131.18,
07/12/1993,"Carmignac Patrimoine",FR0010135103,135,131.66,
08/12/1993,"Carmignac Patrimoine",FR0010135103,136.52,131.38,
09/12/1993,"Carmignac Patrimoine",FR0010135103,136.43,131.84,
10/12/1993,"Carmignac Patrimoine",FR0010135103,136.25,131.94,
13/12/1993,"Carmignac Patrimoine",FR0010135103,135.91,132.21,
14/12/1993,"Carmignac Patrimoine",FR0010135103,136.28,131.76,
15/12/1993,"Carmignac Patrimoine",FR0010135103,136.12,131.68,
16/12/1993,"Carmignac Patrimoine",FR0010135103,136.51,131.82,
17/12/1993,"Carmignac Patrimoine",FR0010135103,136.1,132.03,
20/12/1993,"Carmignac Patrimoine",FR0010135103,136.53,131.92,
21/12/1993,"Carmignac Patrimoine",FR0010135103,136.14,131.58,
22/12/1993,"Carmignac Patrimoine",FR0010135103,136.48,131.9,
23/12/1993,"Carmignac Patrimoine",FR0010135103,137,131.9,
24/12/1993,"Carmignac Patrimoine",FR0010135103,137.45,132.08,
27/12/1993,"Carmignac Patrimoine",FR0010135103,138.12,132.16,
28/12/1993,"Carmignac Patrimoine",FR0010135103,137.87,132.38,
29/12/1993,"Carmignac Patrimoine",FR0010135103,138.5,133.7,
30/12/1993,"Carmignac Patrimoine",FR0010135103,139.23,133.95,
31/12/1993,"Carmignac Patrimoine",FR0010135103,140.27,134.3,
03/01/1994,"Carmignac Patrimoine",FR0010135103,140.15,134.4,
04/01/1994,"Carmignac Patrimoine",FR0010135103,140.64,134.12,
05/01/1994,"Carmignac Patrimoine",FR0010135103,139.79,134.42,
06/01/1994,"Carmignac Patrimoine",FR0010135103,140.26,134.69,
07/01/1994,"Carmignac Patrimoine",FR0010135103,140.3,135.49,
10/01/1994,"Carmignac Patrimoine",FR0010135103,139.94,135.77,
11/01/1994,"Carmignac Patrimoine",FR0010135103,139.82,135.81,
12/01/1994,"Carmignac Patrimoine",FR0010135103,139.39,135.34,
13/01/1994,"Carmignac Patrimoine",FR0010135103,138.73,134.97,
14/01/1994,"Carmignac Patrimoine",FR0010135103,139.28,136.26,
17/01/1994,"Carmignac Patrimoine",FR0010135103,140.39,136.28,
18/01/1994,"Carmignac Patrimoine",FR0010135103,140.34,136.25,
19/01/1994,"Carmignac Patrimoine",FR0010135103,140.78,136.84,
20/01/1994,"Carmignac Patrimoine",FR0010135103,140.72,136.54,
21/01/1994,"Carmignac Patrimoine",FR0010135103,139.89,136.64,
24/01/1994,"Carmignac Patrimoine",FR0010135103,140.15,136.3,
25/01/1994,"Carmignac Patrimoine",FR0010135103,140.38,136.25,
26/01/1994,"Carmignac Patrimoine",FR0010135103,140.21,136.66,
27/01/1994,"Carmignac Patrimoine",FR0010135103,140.43,136.69,
28/01/1994,"Carmignac Patrimoine",FR0010135103,140.55,138.29,
31/01/1994,"Carmignac Patrimoine",FR0010135103,140.89,138.82,
01/02/1994,"Carmignac Patrimoine",FR0010135103,140.74,138.87,
02/02/1994,"Carmignac Patrimoine",FR0010135103,141.29,138.91,
03/02/1994,"Carmignac Patrimoine",FR0010135103,141.27,138.82,
04/02/1994,"Carmignac Patrimoine",FR0010135103,141.26,138.3,
07/02/1994,"Carmignac Patrimoine",FR0010135103,141.4,138.08,
08/02/1994,"Carmignac Patrimoine",FR0010135103,142.24,138.62,
09/02/1994,"Carmignac Patrimoine",FR0010135103,142.02,138.48,
10/02/1994,"Carmignac Patrimoine",FR0010135103,141.71,137.81,
11/02/1994,"Carmignac Patrimoine",FR0010135103,140.76,137.61,
14/02/1994,"Carmignac Patrimoine",FR0010135103,139.72,137.42,
15/02/1994,"Carmignac Patrimoine",FR0010135103,139.14,137.68,
16/02/1994,"Carmignac Patrimoine",FR0010135103,138.73,137.22,
17/02/1994,"Carmignac Patrimoine",FR0010135103,138.75,136.76,
18/02/1994,"Carmignac Patrimoine",FR0010135103,138.38,135.77,
21/02/1994,"Carmignac Patrimoine",FR0010135103,138.08,135.75,
22/02/1994,"Carmignac Patrimoine",FR0010135103,138.25,136,
23/02/1994,"Carmignac Patrimoine",FR0010135103,137.89,136.26,
24/02/1994,"Carmignac Patrimoine",FR0010135103,137.56,135.07,
25/02/1994,"Carmignac Patrimoine",FR0010135103,135.64,134.75,
28/02/1994,"Carmignac Patrimoine",FR0010135103,135.73,134.97,
01/03/1994,"Carmignac Patrimoine",FR0010135103,134.3,134.6,
02/03/1994,"Carmignac Patrimoine",FR0010135103,132.92,133.45,
03/03/1994,"Carmignac Patrimoine",FR0010135103,133.78,133.52,
04/03/1994,"Carmignac Patrimoine",FR0010135103,134.3,134.32,
07/03/1994,"Carmignac Patrimoine",FR0010135103,135.34,134.42,
08/03/1994,"Carmignac Patrimoine",FR0010135103,134.82,134.28,
09/03/1994,"Carmignac Patrimoine",FR0010135103,133.7,133.22,
10/03/1994,"Carmignac Patrimoine",FR0010135103,132.48,132.16,
11/03/1994,"Carmignac Patrimoine",FR0010135103,131.71,132.56,
14/03/1994,"Carmignac Patrimoine",FR0010135103,132.59,132.88,
15/03/1994,"Carmignac Patrimoine",FR0010135103,133.41,133.33,
16/03/1994,"Carmignac Patrimoine",FR0010135103,133.64,133.27,
17/03/1994,"Carmignac Patrimoine",FR0010135103,133.46,133.21,
18/03/1994,"Carmignac Patrimoine",FR0010135103,133.1,132.44,
21/03/1994,"Carmignac Patrimoine",FR0010135103,131.85,132.15,
22/03/1994,"Carmignac Patrimoine",FR0010135103,131.6,132.26,
23/03/1994,"Carmignac Patrimoine",FR0010135103,132.61,132.08,
24/03/1994,"Carmignac Patrimoine",FR0010135103,131.93,130.54,
25/03/1994,"Carmignac Patrimoine",FR0010135103,130.81,130.7,
28/03/1994,"Carmignac Patrimoine",FR0010135103,131.48,130.79,
29/03/1994,"Carmignac Patrimoine",FR0010135103,130.27,130.38,
30/03/1994,"Carmignac Patrimoine",FR0010135103,129.68,129.91,
31/03/1994,"Carmignac Patrimoine",FR0010135103,129.87,129.6,
04/04/1994,"Carmignac Patrimoine",FR0010135103,129.94,129.77,
05/04/1994,"Carmignac Patrimoine",FR0010135103,130.49,131.6,
06/04/1994,"Carmignac Patrimoine",FR0010135103,131.66,132.03,
07/04/1994,"Carmignac Patrimoine",FR0010135103,132.24,132.58,
08/04/1994,"Carmignac Patrimoine",FR0010135103,133.22,132.64,
11/04/1994,"Carmignac Patrimoine",FR0010135103,133.01,132.93,
12/04/1994,"Carmignac Patrimoine",FR0010135103,133.19,133.14,
13/04/1994,"Carmignac Patrimoine",FR0010135103,132.46,132.61,
14/04/1994,"Carmignac Patrimoine",FR0010135103,131.25,132.42,
15/04/1994,"Carmignac Patrimoine",FR0010135103,131.21,132.51,
18/04/1994,"Carmignac Patrimoine",FR0010135103,131,132.3,
19/04/1994,"Carmignac Patrimoine",FR0010135103,130.08,131.54,
20/04/1994,"Carmignac Patrimoine",FR0010135103,129.71,130.49,
21/04/1994,"Carmignac Patrimoine",FR0010135103,129.47,130.71,
22/04/1994,"Carmignac Patrimoine",FR0010135103,129.86,131.1,
25/04/1994,"Carmignac Patrimoine",FR0010135103,129.75,130.99,
26/04/1994,"Carmignac Patrimoine",FR0010135103,130.01,131.11,
27/04/1994,"Carmignac Patrimoine",FR0010135103,129.67,131.19,
28/04/1994,"Carmignac Patrimoine",FR0010135103,130.1,130.49,
29/04/1994,"Carmignac Patrimoine",FR0010135103,129.98,129.83,
02/05/1994,"Carmignac Patrimoine",FR0010135103,129.73,129.67,
03/05/1994,"Carmignac Patrimoine",FR0010135103,128.95,129.14,
04/05/1994,"Carmignac Patrimoine",FR0010135103,128.52,129.25,
05/05/1994,"Carmignac Patrimoine",FR0010135103,128.94,129.86,
06/05/1994,"Carmignac Patrimoine",FR0010135103,129.74,128.55,
09/05/1994,"Carmignac Patrimoine",FR0010135103,128.41,128.14,
10/05/1994,"Carmignac Patrimoine",FR0010135103,129.19,129.55,
12/05/1994,"Carmignac Patrimoine",FR0010135103,129.59,129.55,
13/05/1994,"Carmignac Patrimoine",FR0010135103,129.72,130.21,
16/05/1994,"Carmignac Patrimoine",FR0010135103,129.89,130.37,
17/05/1994,"Carmignac Patrimoine",FR0010135103,130.09,130.69,
18/05/1994,"Carmignac Patrimoine",FR0010135103,130.78,130.7,
19/05/1994,"Carmignac Patrimoine",FR0010135103,129.97,130.83,
23/05/1994,"Carmignac Patrimoine",FR0010135103,130.35,129.81,
24/05/1994,"Carmignac Patrimoine",FR0010135103,129.93,130.08,
25/05/1994,"Carmignac Patrimoine",FR0010135103,129.78,129.29,
26/05/1994,"Carmignac Patrimoine",FR0010135103,129.34,129.39,
27/05/1994,"Carmignac Patrimoine",FR0010135103,129.48,129.41,
30/05/1994,"Carmignac Patrimoine",FR0010135103,129.36,129.48,
31/05/1994,"Carmignac Patrimoine",FR0010135103,128.38,129.06,
01/06/1994,"Carmignac Patrimoine",FR0010135103,128.03,128.91,
02/06/1994,"Carmignac Patrimoine",FR0010135103,127.55,129.11,
03/06/1994,"Carmignac Patrimoine",FR0010135103,128.54,130.31,
06/06/1994,"Carmignac Patrimoine",FR0010135103,129.29,130.34,
07/06/1994,"Carmignac Patrimoine",FR0010135103,128.96,130.06,
08/06/1994,"Carmignac Patrimoine",FR0010135103,128.72,130.64,
09/06/1994,"Carmignac Patrimoine",FR0010135103,128.57,130.73,
10/06/1994,"Carmignac Patrimoine",FR0010135103,128.88,129.93,
13/06/1994,"Carmignac Patrimoine",FR0010135103,128.47,129.58,
14/06/1994,"Carmignac Patrimoine",FR0010135103,127.81,129.69,
15/06/1994,"Carmignac Patrimoine",FR0010135103,127.25,128.81,
16/06/1994,"Carmignac Patrimoine",FR0010135103,126.28,128.25,
17/06/1994,"Carmignac Patrimoine",FR0010135103,126.55,126.02,
20/06/1994,"Carmignac Patrimoine",FR0010135103,123.71,125.53,
21/06/1994,"Carmignac Patrimoine",FR0010135103,123.04,125.02,
22/06/1994,"Carmignac Patrimoine",FR0010135103,123.48,125.97,
23/06/1994,"Carmignac Patrimoine",FR0010135103,124.03,126.37,
24/06/1994,"Carmignac Patrimoine",FR0010135103,122.75,124.72,
27/06/1994,"Carmignac Patrimoine",FR0010135103,121.54,124.87,
28/06/1994,"Carmignac Patrimoine",FR0010135103,122.41,125.01,
29/06/1994,"Carmignac Patrimoine",FR0010135103,122.49,126.01,
30/06/1994,"Carmignac Patrimoine",FR0010135103,122.62,125.72,
01/07/1994,"Carmignac Patrimoine",FR0010135103,122.7,126.19,
04/07/1994,"Carmignac Patrimoine",FR0010135103,122.81,126.28,
05/07/1994,"Carmignac Patrimoine",FR0010135103,122.05,125.49,
06/07/1994,"Carmignac Patrimoine",FR0010135103,121.62,125.35,
07/07/1994,"Carmignac Patrimoine",FR0010135103,122,125.23,
08/07/1994,"Carmignac Patrimoine",FR0010135103,122.14,123.78,
11/07/1994,"Carmignac Patrimoine",FR0010135103,121.16,123.28,
12/07/1994,"Carmignac Patrimoine",FR0010135103,120.79,123.2,
15/07/1994,"Carmignac Patrimoine",FR0010135103,122.14,125.55,
18/07/1994,"Carmignac Patrimoine",FR0010135103,122.51,125.44,
19/07/1994,"Carmignac Patrimoine",FR0010135103,122.6,126.38,
20/07/1994,"Carmignac Patrimoine",FR0010135103,123.66,126.24,
21/07/1994,"Carmignac Patrimoine",FR0010135103,122.69,127.24,
22/07/1994,"Carmignac Patrimoine",FR0010135103,124.42,127.17,
25/07/1994,"Carmignac Patrimoine",FR0010135103,124.19,126.93,
26/07/1994,"Carmignac Patrimoine",FR0010135103,124.63,126.94,
27/07/1994,"Carmignac Patrimoine",FR0010135103,123.48,126.24,
28/07/1994,"Carmignac Patrimoine",FR0010135103,123.29,126.68,
29/07/1994,"Carmignac Patrimoine",FR0010135103,124.92,127.21,
01/08/1994,"Carmignac Patrimoine",FR0010135103,124.01,127.31,
02/08/1994,"Carmignac Patrimoine",FR0010135103,125.15,127.75,
03/08/1994,"Carmignac Patrimoine",FR0010135103,125.62,127.59,
04/08/1994,"Carmignac Patrimoine",FR0010135103,125.12,128.06,
05/08/1994,"Carmignac Patrimoine",FR0010135103,125.4,127.34,
08/08/1994,"Carmignac Patrimoine",FR0010135103,125.04,127.36,
09/08/1994,"Carmignac Patrimoine",FR0010135103,124.74,127.13,
10/08/1994,"Carmignac Patrimoine",FR0010135103,124.59,127.26,
11/08/1994,"Carmignac Patrimoine",FR0010135103,124.4,126.23,
15/08/1994,"Carmignac Patrimoine",FR0010135103,122.14,125.45,
16/08/1994,"Carmignac Patrimoine",FR0010135103,122.61,126.25,
17/08/1994,"Carmignac Patrimoine",FR0010135103,122.76,126.31,
18/08/1994,"Carmignac Patrimoine",FR0010135103,122.44,125.94,
19/08/1994,"Carmignac Patrimoine",FR0010135103,122.29,125.17,
22/08/1994,"Carmignac Patrimoine",FR0010135103,122.15,124.97,
23/08/1994,"Carmignac Patrimoine",FR0010135103,121.68,125.17,
24/08/1994,"Carmignac Patrimoine",FR0010135103,123.04,126.25,
25/08/1994,"Carmignac Patrimoine",FR0010135103,123.44,125.83,
